GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
1400000US29510106700,29510106700,"Census Tract 1067, St. Louis city, Missouri",2940,557,1278,501,497,188,40,64,23,36,0,11,85,72,0,11,27,36,26,32,61,69,10,16,85,52,116,85,24,36,0,11,781,375,34,53,0,11,85,67,31,50,20,33,24,39,162,200,125,98,51,47,93,52,91,51,30,20,35,34,1662,302,861,192,61,61,0,11,91,63,32,28,6,10,6,10,117,82,50,47,139,86,118,68,109,65,79,55,53,34,801,180,22,34,0,11,31,32,0,11,0,11,0,11,70,62,109,60,135,83,64,45,174,82,66,33,130,63
1400000US29510107200,29510107200,"Census Tract 1072, St. Louis city, Missouri",1151,212,452,230,219,125,0,11,0,11,35,38,25,21,5,7,5,7,42,42,58,50,0,11,35,34,14,17,0,11,0,11,233,145,8,15,13,17,56,56,4,10,7,11,20,20,8,13,45,42,29,31,0,11,36,27,0,11,7,12,699,195,315,101,20,27,0,11,8,12,28,29,8,13,9,12,14,28,65,40,14,16,60,43,55,42,11,11,23,23,384,129,6,9,0,11,37,32,20,28,0,11,17,22,63,39,18,23,58,42,35,27,64,40,32,19,34,18
1400000US29510107300,29510107300,"Census Tract 1073, St. Louis city, Missouri",4624,492,1362,343,623,186,35,56,0,11,61,56,10,16,7,13,16,18,48,48,130,104,87,65,111,72,87,62,31,26,0,11,739,216,105,82,0,11,46,39,10,15,18,21,28,36,70,53,151,95,44,36,80,53,91,44,31,32,65,39,3262,462,1560,271,51,51,0,11,88,54,0,11,0,11,50,39,251,98,168,99,252,119,343,110,120,57,130,62,107,46,1702,332,36,44,27,40,81,119,8,12,8,12,87,59,207,95,105,69,252,93,305,96,158,64,269,68,159,61
1400000US29510107400,29510107400,"Census Tract 1074, St. Louis city, Missouri",2941,428,1416,376,634,167,68,55,15,22,111,58,43,40,13,18,19,26,57,45,6,9,75,61,123,67,67,46,32,20,5,7,782,260,93,73,0,11,110,55,141,87,0,11,27,25,69,59,108,49,61,39,56,44,52,33,50,30,15,14,1525,309,736,201,48,55,7,11,14,24,36,45,39,36,18,28,144,73,76,51,84,49,116,60,94,54,23,17,37,22,789,214,0,11,43,48,46,48,49,48,14,21,12,13,83,60,66,51,86,40,137,58,98,73,117,39,38,19
1400000US29510107500,29510107500,"Census Tract 1075, St. Louis city, Missouri",2420,358,594,347,259,162,36,46,0,11,7,11,38,43,0,11,29,31,31,49,0,11,25,36,47,48,9,14,10,15,27,32,335,208,30,38,0,11,26,33,39,48,0,11,0,11,53,67,29,43,14,23,71,51,11,19,34,32,28,29,1826,379,819,200,45,48,0,11,54,61,0,11,7,11,11,18,97,69,137,95,59,70,207,87,126,69,20,22,56,36,1007,232,86,72,0,11,16,24,9,15,11,18,53,42,89,81,94,77,55,45,255,93,154,76,82,41,103,53
1400000US29510107600,29510107600,"Census Tract 1076, St. Louis city, Missouri",2171,227,751,182,369,115,10,15,18,27,36,31,14,17,0,11,11,11,28,23,60,36,66,35,60,39,48,31,9,13,9,11,382,103,10,16,16,16,50,33,0,11,0,11,0,11,28,26,105,53,41,31,42,22,13,16,23,21,54,37,1420,257,778,158,51,46,17,27,38,33,7,10,43,28,17,25,179,74,97,64,71,47,123,52,63,38,43,29,29,19,642,128,40,39,0,11,14,16,22,19,21,29,22,20,38,32,62,48,87,37,60,37,145,42,68,28,63,27
1400000US29510108100,29510108100,"Census Tract 1081, St. Louis city, Missouri",3110,468,652,305,234,159,13,21,0,11,106,100,9,16,0,11,9,17,70,62,1,2,14,23,0,11,12,21,0,11,0,11,418,182,0,11,0,11,53,42,49,51,0,11,17,22,55,61,79,55,85,65,69,55,6,11,5,11,0,11,2458,406,1203,222,69,66,0,11,72,57,66,83,31,45,14,22,205,97,118,77,44,48,214,121,203,67,102,48,65,41,1255,264,81,55,0,11,115,128,10,17,0,11,0,11,67,78,105,77,126,68,317,109,205,83,102,47,127,63
1400000US29510108200,29510108200,"Census Tract 1082, St. Louis city, Missouri",2311,352,651,321,314,166,57,69,32,49,6,10,28,43,0,11,0,11,62,71,30,46,24,41,6,10,59,56,10,16,0,11,337,175,41,57,0,11,27,29,0,11,0,11,44,50,49,45,0,11,13,21,80,62,70,42,7,10,6,10,1660,231,750,157,12,20,0,11,24,38,69,62,0,11,5,9,123,68,47,43,91,64,98,56,149,67,65,36,67,31,910,139,0,11,10,20,28,40,18,20,0,11,21,25,64,58,146,91,61,63,148,64,189,63,132,49,93,44
1400000US29510108300,29510108300,"Census Tract 1083, St. Louis city, Missouri",1980,215,501,160,228,86,0,11,6,9,48,35,0,11,0,11,0,11,24,24,31,36,45,42,58,42,3,7,6,7,7,10,273,118,24,25,0,11,29,26,46,34,0,11,0,11,18,28,34,29,17,27,38,30,56,42,11,12,0,11,1479,214,700,156,13,15,5,8,43,34,10,11,0,11,28,28,136,70,92,71,83,45,73,46,151,44,49,31,17,14,779,136,54,40,0,11,7,12,6,10,6,9,18,26,65,37,124,81,120,52,103,38,150,44,64,27,62,26
1400000US29510109600,29510109600,"Census Tract 1096, St. Louis city, Missouri",3206,554,845,435,446,210,13,21,65,74,62,88,32,38,84,87,22,34,33,53,8,18,0,11,48,46,28,40,31,32,20,22,399,242,0,11,0,11,46,57,67,96,0,11,0,11,0,11,136,130,17,21,54,50,31,48,11,15,37,35,2361,473,1013,252,80,71,0,11,71,71,23,37,0,11,77,89,150,107,71,78,132,114,94,58,139,87,105,69,71,49,1348,341,77,80,22,37,28,46,0,11,13,22,49,51,151,97,111,69,137,88,192,90,103,52,252,80,213,90
1400000US29510109700,29510109700,"Census Tract 1097, St. Louis city, Missouri",2215,349,1212,331,563,172,74,57,48,40,103,62,54,39,0,11,8,13,3,14,59,45,45,28,57,40,69,36,29,28,14,15,649,188,68,51,7,10,85,51,27,27,0,11,19,23,53,36,203,91,16,20,106,50,33,29,12,14,20,23,1003,216,432,125,62,52,0,11,14,22,13,22,0,11,25,23,52,42,100,51,34,28,49,42,26,23,37,23,20,16,571,164,31,34,0,11,47,39,11,16,15,25,7,12,46,40,95,54,70,45,78,43,49,32,53,29,69,29
1400000US29510110100,29510110100,"Census Tract 1101, St. Louis city, Missouri",2870,388,887,359,372,192,65,80,0,11,30,45,0,11,19,32,0,11,59,68,35,43,29,44,69,55,11,16,55,52,0,11,515,217,8,14,8,14,72,67,0,11,0,11,0,11,119,90,75,68,64,59,49,49,74,49,28,26,18,18,1983,404,805,251,102,84,0,11,23,29,20,25,0,11,22,33,87,96,94,73,53,45,102,68,183,88,89,54,30,26,1178,240,53,45,45,58,44,40,39,53,0,11,68,48,204,110,65,49,123,70,142,54,168,71,93,45,134,58
1400000US29510110200,29510110200,"Census Tract 1102, St. Louis city, Missouri",2309,444,949,333,443,192,90,93,20,32,83,70,38,51,0,11,0,11,0,11,74,61,70,44,17,28,16,27,0,11,35,36,506,197,48,56,32,41,24,40,15,24,0,11,37,40,9,14,85,68,78,61,57,52,66,52,41,35,14,15,1360,404,666,193,0,11,18,30,8,14,16,26,31,46,56,52,131,77,27,31,162,91,72,47,37,24,56,35,52,34,694,238,0,11,0,11,48,59,20,22,0,11,0,11,35,49,54,58,108,60,107,60,131,60,84,37,107,48
1400000US29510110300,29510110300,"Census Tract 1103, St. Louis city, Missouri",1968,356,513,194,137,56,21,34,0,11,16,24,0,11,0,11,10,15,44,43,0,11,13,19,15,22,11,17,0,11,7,11,376,162,18,21,0,11,34,38,19,23,0,11,33,44,82,71,48,45,69,56,11,19,33,37,5,8,24,20,1455,347,761,198,41,63,0,11,13,19,0,11,20,30,6,11,180,129,122,93,144,78,40,26,78,49,50,35,67,33,694,217,0,11,0,11,73,74,11,17,0,11,0,11,54,60,97,80,139,77,82,67,122,60,38,34,78,34
1400000US29510110400,29510110400,"Census Tract 1104, St. Louis city, Missouri",2147,357,626,358,250,145,30,44,0,11,44,44,37,40,0,11,0,11,9,13,47,39,19,51,14,16,34,33,1,3,15,18,376,269,16,30,9,16,66,114,25,38,0,11,0,11,61,66,1,3,68,59,52,49,49,39,21,22,8,12,1521,260,661,159,0,11,0,11,0,11,24,31,35,43,0,11,249,101,23,36,16,28,34,40,162,87,44,30,74,57,860,191,0,11,0,11,35,45,21,25,19,27,62,60,21,25,17,25,138,66,170,73,155,73,37,30,185,78
1400000US29510110500,29510110500,"Census Tract 1105, St. Louis city, Missouri",1013,155,367,146,175,78,12,19,0,11,37,32,17,25,15,22,0,11,0,11,23,21,0,11,34,27,27,22,10,10,0,11,192,86,18,27,13,15,16,19,0,11,0,11,0,11,12,18,11,14,28,28,48,34,28,23,3,5,15,16,646,134,318,85,28,25,0,11,6,10,0,11,0,11,9,10,36,28,20,21,11,17,41,23,91,42,26,21,50,23,328,77,21,19,0,11,0,11,0,11,5,9,0,11,20,18,21,21,32,24,33,25,80,35,73,29,43,26
1400000US29510111100,29510111100,"Census Tract 1111, St. Louis city, Missouri",1690,291,901,279,473,186,80,67,0,11,49,37,46,53,0,11,15,17,78,71,38,40,20,31,58,52,48,42,34,45,7,10,428,147,20,32,0,11,31,33,67,30,10,13,20,19,102,63,65,45,66,35,18,22,26,22,0,11,3,5,789,160,403,91,0,11,0,11,9,14,0,11,0,11,9,13,49,38,51,52,38,23,87,57,97,45,50,31,13,14,386,94,19,25,0,11,14,19,11,15,0,11,0,11,56,46,3,6,89,44,44,32,91,51,30,19,29,15
1400000US29510111200,29510111200,"Census Tract 1112, St. Louis city, Missouri",951,211,507,219,293,137,76,97,0,11,20,23,61,47,0,11,9,12,15,27,10,15,15,25,43,35,43,26,1,4,0,11,214,93,0,11,25,38,1,7,1,7,0,11,14,23,46,40,8,12,37,40,15,15,36,22,2,4,29,28,444,129,279,96,6,10,0,11,0,11,0,11,0,11,9,12,70,63,24,37,33,36,56,46,22,22,38,25,21,21,165,78,0,11,0,11,0,11,0,11,20,30,0,11,24,26,7,11,19,29,22,19,36,24,19,18,18,17
1400000US29510111300,29510111300,"Census Tract 1113, St. Louis city, Missouri",1336,209,426,154,272,131,0,11,0,11,22,32,0,11,0,11,0,11,99,101,26,32,0,11,52,45,57,45,4,6,12,12,154,62,0,11,0,11,0,11,0,11,0,11,0,11,11,14,0,11,46,33,28,32,32,23,18,20,19,11,910,218,375,125,9,14,15,25,44,50,0,11,0,11,6,9,18,21,8,12,44,33,50,45,64,45,71,31,46,35,535,142,0,11,18,27,25,23,6,9,13,14,0,11,50,49,79,51,6,9,52,42,131,44,79,42,76,42
1400000US29510111400,29510111400,"Census Tract 1114, St. Louis city, Missouri",1391,379,549,328,252,160,15,23,0,11,59,80,26,39,15,23,28,36,32,33,3,6,0,11,12,15,29,27,27,29,6,9,297,196,36,45,5,8,48,51,38,56,0,11,17,25,2,7,21,27,34,39,51,36,18,17,9,13,18,14,842,264,342,136,30,33,20,21,44,36,25,23,0,11,7,12,26,36,92,70,6,8,13,15,52,34,12,13,15,15,500,169,0,11,1,11,39,64,0,11,16,23,6,10,57,42,69,57,60,38,92,52,107,42,25,19,28,22
1400000US29510111500,29510111500,"Census Tract 1115, St. Louis city, Missouri",619,93,350,109,94,80,0,11,0,11,34,31,0,11,1,4,0,11,42,52,0,11,0,11,2,4,15,20,0,11,0,11,256,75,10,12,1,6,35,29,21,28,0,11,24,25,51,28,32,31,42,24,5,9,8,11,13,14,14,16,269,91,113,58,0,11,6,9,14,21,14,21,0,11,1,5,7,9,9,15,31,27,9,15,0,11,9,16,13,14,156,66,7,13,0,11,29,29,0,11,1,6,0,11,8,12,4,9,2,5,42,25,22,21,5,8,36,17
1400000US29510112100,29510112100,"Census Tract 1121, St. Louis city, Missouri",4357,504,542,161,198,98,12,20,0,11,0,11,0,11,0,11,0,11,17,21,90,60,0,11,12,26,55,60,12,26,0,11,344,141,0,11,0,11,0,11,0,11,0,11,0,11,71,63,124,94,102,102,0,11,30,37,17,28,0,11,3815,473,2118,406,74,68,23,30,51,43,31,33,8,16,0,11,485,326,670,200,271,116,183,97,113,71,161,61,48,36,1697,231,151,92,0,11,102,71,16,23,62,59,56,57,73,101,523,175,139,59,190,93,187,107,123,46,75,49
1400000US29510112200,29510112200,"Census Tract 1122, St. Louis city, Missouri",1591,228,612,209,273,144,15,24,23,24,52,57,33,31,0,11,11,12,29,30,45,69,28,27,27,26,10,16,0,11,0,11,339,104,44,31,4,7,7,10,23,20,13,14,0,11,24,23,74,39,28,24,73,38,24,19,16,20,9,11,979,182,448,108,25,25,5,9,50,48,26,27,0,11,0,11,52,42,69,48,105,48,44,27,48,26,17,14,7,11,531,110,25,23,9,13,7,12,24,22,0,11,5,7,42,29,52,33,115,41,85,46,95,37,41,27,31,15
1400000US29510112300,29510112300,"Census Tract 1123, St. Louis city, Missouri",2038,409,920,307,269,104,55,46,0,11,67,45,0,11,0,11,37,45,16,19,33,35,6,11,19,22,26,23,5,8,5,7,651,243,81,59,28,39,70,65,12,18,60,45,19,23,116,68,68,53,53,45,57,46,33,24,34,30,20,19,1118,328,496,156,36,34,0,11,21,27,14,17,12,18,17,19,28,30,22,25,80,45,80,52,88,33,17,15,81,65,622,207,28,30,0,11,29,29,34,32,5,7,20,23,27,36,89,72,69,44,71,44,63,30,87,36,100,46
1400000US29510112400,29510112400,"Census Tract 1124, St. Louis city, Missouri",3921,345,656,214,218,121,0,11,0,11,0,11,0,11,0,11,0,11,109,96,87,71,0,11,0,11,21,36,0,11,1,4,438,172,15,31,0,11,0,11,22,34,0,11,0,11,163,69,98,56,84,95,26,41,2,4,0,11,28,32,3265,334,1801,246,43,57,4,13,13,18,54,62,0,11,26,42,175,99,469,138,244,115,261,132,219,109,225,89,68,52,1464,216,0,11,0,11,29,39,0,11,0,11,73,81,179,109,321,129,222,99,199,96,183,108,154,79,104,72
1400000US29510113500,29510113500,"Census Tract 1135, St. Louis city, Missouri",2231,164,304,125,158,101,10,15,0,11,8,12,8,13,0,11,0,11,56,87,10,14,0,11,7,11,52,38,7,10,0,11,146,75,9,14,0,11,0,11,0,11,0,11,0,11,25,26,44,51,22,22,31,42,8,12,6,11,1,4,1927,176,990,133,33,38,0,11,59,33,30,22,23,24,7,11,50,34,251,85,120,58,170,60,93,47,87,37,67,35,937,110,21,23,13,19,16,17,0,11,0,11,66,42,38,29,253,83,108,56,91,44,134,56,67,26,130,43
1400000US29510114101,29510114101,"Census Tract 1141.01, St. Louis city, Missouri",4312,435,769,393,500,283,87,114,23,41,0,11,0,11,0,11,0,11,10,16,264,184,50,80,0,11,54,70,12,20,0,11,269,160,0,11,0,11,0,11,0,11,0,11,0,11,47,59,115,106,0,11,0,11,107,98,0,11,0,11,3543,469,1628,317,49,44,0,11,137,80,66,97,0,11,18,32,44,43,479,196,212,132,254,136,228,108,98,50,43,34,1915,349,130,99,37,43,15,25,34,40,0,11,15,29,79,60,613,199,281,111,168,83,298,134,131,66,114,66
1400000US29510114102,29510114102,"Census Tract 1141.02, St. Louis city, Missouri",3987,262,289,160,94,79,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,20,0,11,0,11,82,76,0,11,0,11,195,125,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,44,14,23,0,11,104,84,0,11,51,63,3698,304,1679,225,96,63,0,11,107,54,109,65,28,32,0,11,53,56,298,117,287,102,276,89,207,100,124,71,94,68,2019,200,136,70,0,11,131,67,45,43,15,27,32,30,68,61,430,136,371,99,220,95,317,92,168,87,86,65
1400000US29510114200,29510114200,"Census Tract 1142, St. Louis city, Missouri",4710,387,664,370,267,145,18,34,0,11,71,66,7,16,0,11,8,15,34,41,14,27,0,11,59,52,45,52,0,11,11,18,397,242,18,28,14,27,15,27,80,84,28,29,0,11,79,53,17,21,73,69,23,28,28,27,22,25,0,11,4046,467,1897,299,109,83,10,18,33,48,62,59,16,26,62,78,85,67,467,180,312,131,401,150,188,85,67,41,85,59,2149,288,10,18,0,11,99,88,63,95,0,11,14,24,90,57,475,160,292,156,544,171,268,96,163,63,131,75
1400000US29510114300,29510114300,"Census Tract 1143, St. Louis city, Missouri",5281,383,234,137,94,89,25,41,0,15,19,30,0,15,0,15,0,15,35,52,0,15,0,15,1,2,1,2,0,15,13,22,140,89,0,15,0,15,14,24,0,15,0,15,0,15,0,15,49,42,36,55,0,15,17,29,0,15,24,27,5047,385,2363,245,158,80,59,54,77,64,50,53,24,28,49,43,45,44,558,142,338,132,372,112,411,99,184,63,38,36,2684,282,222,90,39,43,82,68,36,42,0,15,92,59,133,91,633,177,450,144,431,106,293,95,139,78,134,74
1400000US29510115100,29510115100,"Census Tract 1151, St. Louis city, Missouri",4016,420,973,267,502,173,46,37,5,8,58,57,20,24,30,36,14,15,18,22,94,70,19,25,52,53,47,35,13,15,86,59,471,160,47,50,0,11,14,22,0,11,0,11,0,11,14,17,138,91,18,20,54,55,47,31,111,77,28,27,3043,449,1524,266,73,55,31,35,106,69,50,35,57,45,58,46,179,121,254,99,198,63,206,80,138,76,111,49,63,33,1519,245,111,69,0,11,71,56,29,35,11,18,50,38,79,49,339,125,231,85,146,64,208,80,141,72,103,50
1400000US29510115200,29510115200,"Census Tract 1152, St. Louis city, Missouri",3310,369,1084,388,423,176,51,49,0,11,140,103,0,11,7,11,0,11,31,39,18,20,130,107,19,32,16,18,11,16,0,11,661,257,125,71,8,13,71,61,24,34,25,36,22,29,62,53,117,78,53,47,55,47,63,50,36,34,0,11,2226,299,1185,210,98,62,19,22,61,70,20,33,9,14,39,31,78,50,302,109,141,67,243,75,107,60,24,22,44,26,1041,191,101,75,0,11,19,22,39,54,0,11,21,20,77,48,166,84,116,54,154,58,200,78,76,34,72,43
1400000US29510115300,29510115300,"Census Tract 1153, St. Louis city, Missouri",5248,538,1133,394,559,216,119,99,8,12,26,32,27,35,4,7,24,33,79,77,40,47,117,83,71,50,44,50,0,15,0,15,574,250,99,84,54,50,93,60,0,15,0,15,5,8,66,67,94,70,85,59,33,36,37,31,8,11,0,15,4115,500,2065,360,170,106,19,30,179,99,73,50,19,27,30,28,281,165,333,103,274,120,339,107,207,91,85,38,56,26,2050,248,113,61,19,32,59,51,60,46,54,53,50,34,128,65,420,142,302,96,300,95,307,91,111,43,127,49
1400000US29510115400,29510115400,"Census Tract 1154, St. Louis city, Missouri",3185,390,888,318,525,217,66,70,11,16,50,46,72,69,18,19,8,13,105,84,79,66,45,33,38,31,33,51,0,11,0,11,363,147,20,22,0,11,21,24,27,28,2,7,0,11,28,33,91,60,59,39,69,48,15,22,31,30,0,11,2297,301,1279,189,47,34,28,35,51,46,19,22,4,7,16,20,168,117,292,94,257,79,115,76,145,67,52,34,85,45,1018,164,60,45,0,11,22,26,38,43,61,55,0,11,126,69,155,67,130,58,184,50,161,65,48,33,33,29
1400000US29510115500,29510115500,"Census Tract 1155, St. Louis city, Missouri",7069,832,2801,1049,1236,601,143,136,53,85,100,100,52,77,0,15,80,88,171,122,196,195,50,61,199,183,192,135,0,15,0,15,1565,596,147,114,32,57,178,138,92,101,0,15,0,15,294,226,265,131,133,123,286,159,114,110,13,23,11,19,4268,874,2231,563,32,35,11,22,21,34,122,111,0,15,31,38,473,381,331,162,440,176,182,157,286,133,111,99,191,114,2037,510,151,113,0,15,84,89,139,118,8,14,99,98,105,95,451,185,332,147,186,98,231,102,194,104,57,52
1400000US29510115600,29510115600,"Census Tract 1156, St. Louis city, Missouri",4489,568,1759,511,889,326,166,153,0,11,189,120,91,81,0,11,0,11,48,51,196,133,8,16,33,33,91,59,50,59,17,32,870,323,57,60,0,11,150,123,56,80,20,31,0,11,0,11,277,151,39,38,35,40,133,81,54,52,49,45,2730,539,1342,269,95,128,0,11,0,11,43,57,0,11,0,11,7,13,220,123,376,193,239,123,201,90,100,89,61,62,1388,364,43,50,28,37,100,106,38,60,0,11,9,16,71,67,215,140,98,71,166,86,261,117,238,97,121,89
1400000US29510115700,29510115700,"Census Tract 1157, St. Louis city, Missouri",3669,533,1714,583,728,263,131,109,12,18,70,64,42,39,22,30,51,48,29,53,97,75,153,98,42,35,74,71,5,10,0,11,986,364,154,95,51,58,228,131,26,41,0,11,26,38,74,55,214,105,44,46,103,61,42,36,0,11,24,30,1955,359,1147,241,109,73,10,17,74,70,52,60,33,29,4,7,162,93,138,88,151,79,151,85,191,94,40,28,32,23,808,172,16,23,23,34,10,18,25,43,0,11,0,11,72,51,203,90,186,81,105,71,98,47,56,34,14,16
1400000US29510116100,29510116100,"Census Tract 1161, St. Louis city, Missouri",3147,363,756,269,359,170,61,50,9,15,14,19,45,59,0,11,29,34,36,42,33,28,54,35,44,41,0,11,24,23,10,16,397,124,42,31,0,11,31,39,0,11,0,11,0,11,11,13,111,57,43,37,73,53,32,27,39,31,15,15,2391,332,1067,201,4,7,11,20,43,32,7,12,12,18,0,11,153,90,250,105,151,65,202,80,160,92,48,33,26,21,1324,216,22,34,24,37,33,29,23,26,11,12,48,42,33,25,376,144,237,92,174,72,212,77,79,44,52,32
1400000US29510116200,29510116200,"Census Tract 1162, St. Louis city, Missouri",4267,365,532,250,311,140,0,11,0,11,0,11,52,82,0,11,0,11,0,11,127,102,81,86,5,7,44,63,2,5,0,11,221,160,0,11,0,11,28,45,0,11,0,11,0,11,59,54,15,27,51,60,3,6,24,38,41,61,0,11,3735,369,1745,298,148,135,29,47,58,60,17,27,0,11,0,11,46,53,594,180,174,84,379,120,146,76,129,66,25,30,1990,262,305,104,0,11,18,29,32,52,0,11,14,22,138,127,576,172,295,135,175,64,273,91,63,52,101,74
1400000US29510116301,29510116301,"Census Tract 1163.01, St. Louis city, Missouri",3597,417,486,193,147,83,0,11,4,7,36,46,9,15,0,11,0,11,18,19,21,20,17,20,12,18,0,11,9,14,21,23,339,154,10,16,0,11,0,11,0,11,0,11,4,7,90,89,87,73,26,40,22,25,68,84,23,24,9,14,3111,439,1597,247,198,108,31,38,75,75,26,21,13,15,23,21,123,120,320,100,320,113,160,65,203,72,67,43,38,29,1514,338,118,72,29,45,124,141,23,25,44,36,30,47,95,59,442,137,209,77,102,43,162,59,96,42,40,29
1400000US29510116302,29510116302,"Census Tract 1163.02, St. Louis city, Missouri",2477,318,909,267,490,185,47,39,7,11,102,69,29,31,0,11,17,20,60,84,72,63,61,49,57,46,31,46,7,11,0,11,419,143,0,11,0,11,75,58,8,14,0,11,0,11,0,11,61,45,111,75,94,71,59,57,0,11,11,18,1568,309,857,219,24,29,0,11,24,34,0,11,6,10,0,11,84,91,284,153,120,75,149,80,124,96,42,34,0,11,711,185,0,11,0,11,11,18,10,19,0,11,60,48,48,42,92,68,163,95,123,74,136,92,57,48,11,18
1400000US29510116400,29510116400,"Census Tract 1164, St. Louis city, Missouri",4888,618,1850,632,972,369,247,161,0,11,207,176,0,11,0,11,45,39,102,111,132,65,165,94,42,47,9,12,12,15,11,16,878,311,188,121,17,26,9,14,0,11,0,11,29,47,77,57,225,107,145,91,85,50,70,38,7,11,26,25,3038,625,1328,349,60,52,0,11,72,68,43,48,27,32,29,45,282,187,298,199,125,66,169,88,146,70,71,38,6,10,1710,371,137,99,0,11,50,47,31,31,0,11,72,56,277,158,179,90,212,107,249,122,296,108,125,79,82,39
1400000US29510116500,29510116500,"Census Tract 1165, St. Louis city, Missouri",4479,535,1158,372,596,233,76,122,0,11,26,31,8,13,5,8,6,9,57,60,159,157,78,78,85,67,96,65,0,11,0,11,562,218,137,100,0,11,0,11,9,15,0,11,0,11,176,96,81,68,47,43,44,38,32,40,29,36,7,9,3321,477,1580,279,115,70,23,37,118,69,15,18,13,15,37,40,42,36,454,111,267,96,154,74,253,92,82,35,7,10,1741,300,199,101,28,28,23,22,9,13,4,7,27,43,179,95,398,131,411,130,126,82,195,68,62,48,80,49
1400000US29510117100,29510117100,"Census Tract 1171, St. Louis city, Missouri",1469,163,158,65,51,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,9,0,11,17,12,16,13,10,11,0,11,107,63,0,11,0,11,0,11,0,11,0,11,0,11,21,16,62,60,0,11,10,10,9,9,5,7,0,11,1311,171,542,104,13,13,0,11,33,29,13,17,0,11,0,11,50,31,221,64,65,31,43,26,61,23,24,16,19,13,769,115,28,28,0,11,30,28,12,10,4,7,5,7,37,16,308,71,146,70,62,25,78,29,33,33,26,16
1400000US29510117200,29510117200,"Census Tract 1172, St. Louis city, Missouri",5523,604,1326,531,517,291,0,15,0,15,76,87,0,15,0,15,23,24,87,74,92,103,87,123,68,56,8,17,11,19,65,73,809,311,57,90,63,78,134,110,29,29,25,27,0,15,41,38,179,105,102,74,90,71,61,54,0,15,28,32,4197,502,2016,320,122,69,86,98,78,61,51,81,19,27,22,26,36,44,584,174,291,126,372,154,239,105,105,57,11,19,2181,329,118,84,0,15,93,68,8,16,12,21,47,71,194,118,548,169,329,114,315,133,246,94,69,49,202,127
1400000US29510117400,29510117400,"Census Tract 1174, St. Louis city, Missouri",4100,397,615,255,320,139,35,33,0,11,0,11,56,88,0,11,0,11,37,44,23,25,85,59,35,31,29,24,20,28,0,11,295,151,7,11,0,11,60,61,11,17,0,11,0,11,39,35,57,49,34,50,58,60,14,17,0,11,15,18,3485,382,1743,223,88,75,11,18,82,64,59,56,14,16,22,25,84,51,414,132,238,61,300,81,232,77,135,63,64,31,1742,242,172,85,11,17,60,42,38,34,19,23,34,32,125,65,398,122,169,73,234,90,287,90,110,50,85,55
1400000US29510118100,29510118100,"Census Tract 1181, St. Louis city, Missouri",1160,193,324,140,137,75,25,27,0,11,29,37,4,8,0,11,0,11,16,19,5,7,14,15,34,26,6,8,4,6,0,11,187,72,0,11,0,11,47,43,0,11,0,11,4,8,0,11,29,26,46,27,19,22,26,19,12,12,4,6,836,181,501,109,19,21,13,15,17,21,0,11,0,11,3,5,49,33,76,43,160,61,64,34,68,32,13,12,19,22,335,95,9,15,7,10,13,11,8,9,10,16,7,11,27,23,79,39,43,26,89,47,30,24,6,7,7,8
